"EnsemblID","GeneSymbol","Class","Chromosome","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000005.6","TNMD"," protein_coding","chrX",389.252955731573,-5.16027099239722,0.542678218356804,6.89989271487333e-23,1.09429162143021e-19
"ENSG00000000460.17","C1orf112"," protein_coding","chr1",376.771321929475,1.00495060330644,0.218884659140864,1.87727271447337e-07,4.01347562994427e-06
"ENSG00000003096.14","KLHL13"," protein_coding","chrX",1454.07215178414,-2.66478873905397,0.522902815912156,1.20602660705234e-08,3.59262687525698e-07
"ENSG00000003436.16","TFPI"," protein_coding","chr2",2151.26485042485,-2.0471871767933,0.31120406192561,1.89303519996235e-12,1.6149117643493e-10
"ENSG00000004776.13","HSPB6"," protein_coding","chr19",2107.41119997416,-4.56325186837751,0.66169047900195,1.81111927856488e-13,2.08553672436987e-11
"ENSG00000004799.8","PDK4"," protein_coding","chr7",22804.1078288704,-4.18397011883685,0.501142466735254,2.56037052904012e-18,1.19111850838318e-15
"ENSG00000004838.14","ZMYND10"," protein_coding","chr3",399.475959073163,2.8026449259136,0.446814864781476,1.75768822908593e-11,1.1110054348014e-09
"ENSG00000004846.16","ABCB5"," protein_coding","chr7",111.741771121133,-2.57814208490837,0.536164136653432,5.03368928372023e-08,1.26534908356111e-06
"ENSG00000005001.10","PRSS22"," protein_coding","chr16",635.750415396513,1.74669816180654,0.724422399182278,0.000453528787561151,0.0030542507096692
"ENSG00000005020.13","SKAP2"," protein_coding","chr7",2659.59391588101,-1.10778188043883,0.283551495208249,3.29357459087762e-06,4.74663820943044e-05
"ENSG00000005249.13","PRKAR2B"," protein_coding","chr7",10450.6373110946,-2.53751644426148,0.629822732033408,1.7406606089559e-06,2.73204630261271e-05
"ENSG00000005513.10","SOX8"," protein_coding","chr16",158.497606112792,-1.74682042046036,0.460002116546177,4.8848733493775e-06,6.6969790189835e-05
"ENSG00000005844.19","ITGAL"," protein_coding","chr16",1335.95392846224,1.58664334814998,0.452088953211572,1.7401179249241e-05,0.000198024965813851
"ENSG00000006210.7","CX3CL1"," protein_coding","chr16",15140.7570652076,-3.64294540069595,0.470357812809968,3.0276014502648e-16,8.00273046978706e-14
"ENSG00000006652.15","IFRD1"," protein_coding","chr7",468.341807760278,-1.16596884814269,0.270460861421424,6.11640754982049e-07,1.10573873482273e-05
"ENSG00000007306.15","CEACAM7"," protein_coding","chr19",20.3920943041501,1.52042063005459,0.947536782274331,0.00210758806530309,0.0108572058447497
"ENSG00000007314.12","SCN4A"," protein_coding","chr17",652.78024532358,-3.0504885509751,0.51350933359891,1.02754378406616e-10,5.36880049960531e-09
"ENSG00000007372.24","PAX6"," protein_coding","chr11",14.428946500039,2.93044912649663,1.0802901134676,0.000207377632106503,0.00159199405100726
"ENSG00000007968.7","E2F2"," protein_coding","chr1",189.005631774494,1.73763874261652,0.3567246708979,5.09867571541509e-08,1.2798409668097e-06
"ENSG00000008283.16","CYB561"," protein_coding","chr17",7004.39269255602,1.02865365081935,0.190508676248745,3.25635650127156e-09,1.11747826458734e-07
"ENSG00000008300.17","CELSR3"," protein_coding","chr3",396.353658260939,1.96492020394684,0.411387568190923,7.67610767562533e-08,1.84326960020814e-06
"ENSG00000008311.15","AASS"," protein_coding","chr7",1043.38737370367,-1.70713517425274,0.208310245432765,2.22701608437207e-09,8.07721602908794e-08
"ENSG00000008323.15","PLEKHG6"," protein_coding","chr12",1207.25099894124,-1.16574516667798,0.395254937789084,9.39741927179542e-05,0.000820739313672626
"ENSG00000008394.13","MGST1"," protein_coding","chr12",15606.0368765762,-2.134610731712,0.453436673574391,9.77736745876535e-08,2.27276567624105e-06
"ENSG00000008735.14","MAPK8IP2"," protein_coding","chr22",978.957999603363,2.22492981481446,0.416634559090675,4.46412212046595e-09,1.47918029349646e-07
"ENSG00000009694.13","TENM1"," protein_coding","chrX",106.257142097136,-2.07557181904122,0.415899892204611,2.19829358763196e-08,6.07412112324885e-07
"ENSG00000009950.16","MLXIPL"," protein_coding","chr7",1619.96177121917,-3.89717087950385,0.741637962807004,4.70756632019588e-09,1.55247350168199e-07
"ENSG00000010030.14","ETV7"," protein_coding","chr6",256.871863687628,1.61684002368027,0.427241877097501,6.14577494579786e-06,8.12551093724264e-05
"ENSG00000010310.9","GIPR"," protein_coding","chr19",164.267593505809,1.0447144299285,0.476351946774518,0.000744867515525925,0.00461537426464483
"ENSG00000010319.7","SEMA3G"," protein_coding","chr3",7362.24897387612,-2.48118267478009,0.465388901927066,3.50694233859266e-09,1.19271394063055e-07
"ENSG00000011083.9","SLC6A7"," protein_coding","chr5",11.6969303768827,1.55412616372535,1.06760870273891,0.00243447992244612,0.0121744931881994
